SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,DEVELOPER/PROGRAMMER ANALYST IV,Bachelors,5,Hour,$89.61,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,DRAFTER/CAD OPERATOR III SCA 30063,High School,5,Hour,$51.26,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,HELP DESK TIER I,Associates,2,Hour,$38.27,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,HELP DESK TIER I Lead,Associates,4,Hour,$47.19,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,LEAD APPLICATIONS DEVELOPER,Bachelors,5,Hour,$104.82,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,LEAD APPLICATIONS DEVELOPER,Bachelors,5,Hour,$107.44,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,LEAD APPLICATIONS DEVELOPER,Bachelors,5,Hour,$110.13,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,LEAD APPLICATIONS DEVELOPER,Bachelors,5,Hour,$112.88,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,LEAD APPLICATIONS DEVELOPER,Bachelors,5,Hour,$115.70,GS-35F294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,PROGRAM MANAGER,Bachelors,5,Hour,$114.30,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,PROGRAM MANAGER,Bachelors,5,Hour,$117.16,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,PROGRAM MANAGER,Bachelors,5,Hour,$120.09,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,PROGRAM MANAGER,Bachelors,5,Hour,$123.09,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,PROGRAM MANAGER,Bachelors,5,Hour,$126.17,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL III,Bachelors,5,Hour,$91.35,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL III,Bachelors,5,Hour,$93.63,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL III,Bachelors,5,Hour,$95.97,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL III,Bachelors,5,Hour,$98.37,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL III,Bachelors,5,Hour,$100.83,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL IV,Bachelors,5,Hour,$118.77,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL IV,Bachelors,5,Hour,$121.74,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL IV,Bachelors,5,Hour,$124.78,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL IV,Bachelors,5,Hour,$127.90,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,PROJECT MANAGER LEVEL IV,Bachelors,5,Hour,$131.10,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,QUALITY ASSURANCE ANALYST,Bachelors,5,Hour,$69.36,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,QUALITY ASSURANCE ANALYST,Bachelors,5,Hour,$71.09,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,QUALITY ASSURANCE ANALYST,Bachelors,5,Hour,$72.87,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,QUALITY ASSURANCE ANALYST,Bachelors,5,Hour,$74.69,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,QUALITY ASSURANCE ANALYST,Bachelors,5,Hour,$76.56,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,SENIOR WEB DEVELOPER,Bachelors,5,Hour,$78.23,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,SENIOR WEB DEVELOPER,Bachelors,5,Hour,$80.19,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,SENIOR WEB DEVELOPER,Bachelors,5,Hour,$82.19,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,SENIOR WEB DEVELOPER,Bachelors,5,Hour,$84.24,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,SENIOR WEB DEVELOPER,Bachelors,5,Hour,$86.35,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,WEB DESIGNER,Bachelors,5,Hour,$61.22,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,1,4/16/2015,4/15/2020
132-51,WEB DESIGNER,Bachelors,5,Hour,$62.75,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,2,4/16/2015,4/15/2020
132-51,WEB DESIGNER,Bachelors,5,Hour,$64.32,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,3,4/16/2015,4/15/2020
132-51,WEB DESIGNER,Bachelors,5,Hour,$65.93,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,4,4/16/2015,4/15/2020
132-51,WEB DESIGNER,Bachelors,5,Hour,$67.58,GS-35F-294CA,WYANDOTTE SERVICES,S,IT Schedule 70,Both,5,4/16/2015,4/15/2020
132-51,Network Engineer,Bachelors,5,Hour,$98.24,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,1,3/6/2015,3/5/2020
132-51,Network Engineer,Bachelors,5,Hour,$100.20,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,2,3/6/2015,3/5/2020
132-51,Network Engineer,Bachelors,5,Hour,$102.21,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,3,3/6/2015,3/5/2020
132-51,Network Engineer,Bachelors,5,Hour,$104.25,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,4,3/6/2015,3/5/2020
132-51,Network Engineer,Bachelors,5,Hour,$106.33,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,5,3/6/2015,3/5/2020
132-51,Network Engineer-Project Manager,Bachelors,5,Hour,$147.36,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,1,3/6/2015,3/5/2020
132-51,Network Engineer-Project Manager,Bachelors,5,Hour,$150.30,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,2,3/6/2015,3/5/2020
132-51,Network Engineer-Project Manager,Bachelors,5,Hour,$153.31,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,3,3/6/2015,3/5/2020
132-51,Network Engineer-Project Manager,Bachelors,5,Hour,$156.37,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,4,3/6/2015,3/5/2020
132-51,Network Engineer-Project Manager,Bachelors,5,Hour,$159.50,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,5,3/6/2015,3/5/2020
132-51,Systems Designer,Bachelors,7,Hour,$147.36,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,1,3/6/2015,3/5/2020
132-51,Systems Designer,Bachelors,7,Hour,$150.30,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,2,3/6/2015,3/5/2020
132-51,Systems Designer,Bachelors,7,Hour,$153.31,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,3,3/6/2015,3/5/2020
132-51,Systems Designer,Bachelors,7,Hour,$156.37,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,4,3/6/2015,3/5/2020
132-51,Systems Designer,Bachelors,7,Hour,$159.50,GS-35F-216CA,"WYCLIFFE ENTERPRISES, INC.",S,IT Schedule 70,Both,5,3/6/2015,3/5/2020
132-51,Senior System Architect,Bachelors,4,Hour,$161.53,GS-35F-339CA,XFINION INC.,S,IT Schedule 70,Customer,1,6/1/2015,5/31/2020
132-51,Software Engineer,Bachelors,3,Hour,$101.56,GS-35F-339CA,XFINION INC.,S,IT Schedule 70,Customer,1,6/1/2015,5/31/2020
132-51,System Administrator,Bachelors,2,Hour,$130.58,GS-35F-339CA,XFINION INC.,S,IT Schedule 70,Customer,1,6/1/2015,5/31/2020
132-51,System Analyst,Bachelors,1,Hour,$89.95,GS-35F-339CA,XFINION INC.,S,IT Schedule 70,Customer,1,6/1/2015,5/31/2020
132-51,Application Developer Level I,Bachelors,3,Hour,$204.39,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Application Developer Level I,Bachelors,3,Hour,$238.46,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Application Developer Level II,Bachelors,7,Hour,$231.05,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Application Developer Level II,Bachelors,7,Hour,$269.56,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Application Developer Level III,Bachelors,10,Hour,$266.60,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Application Developer Level III,Bachelors,10,Hour,$295.16,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Application Engineer Level I,Bachelors,3,Hour,$94.20,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Application Engineer Level I,Bachelors,3,Hour,$109.89,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Application Engineer Level II,Bachelors,7,Hour,$115.53,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Application Engineer Level II,Bachelors,7,Hour,$134.78,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Application Engineer Level III,Bachelors,10,Hour,$124.41,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Application Engineer Level III,Bachelors,10,Hour,$145.15,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Cybersecurity Specialist Level I,Bachelors,3,Hour,$72.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Cybersecurity Specialist Level I,Bachelors,3,Hour,$85.02,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Cybersecurity Specialist Level II,Bachelors,7,Hour,$83.54,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Cybersecurity Specialist Level II,Bachelors,7,Hour,$97.46,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Cybersecurity Specialist Level III,Bachelors,10,Hour,$92.42,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Cybersecurity Specialist Level III,Bachelors,10,Hour,$107.83,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Database Specialist Level I,Bachelors,3,Hour,$95.98,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Database Specialist Level I,Bachelors,3,Hour,$111.97,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Database Specialist Level II,Bachelors,7,Hour,$104.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Database Specialist Level II,Bachelors,7,Hour,$122.34,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Database Specialist Level III,Bachelors,10,Hour,$113.75,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Database Specialist Level III,Bachelors,10,Hour,$132.71,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,End User Specialist Level I,High School,3,Hour,$53.32,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,End User Specialist Level I,High School,3,Hour,$62.21,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,End User Specialist Level II,High School,7,Hour,$62.21,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,End User Specialist Level II,High School,7,Hour,$72.57,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,End User Specialist Level III,High School,10,Hour,$69.32,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,End User Specialist Level III,High School,10,Hour,$80.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Enterprise Architect Level I,Bachelors,3,Hour,$159.96,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Enterprise Architect Level I,Bachelors,3,Hour,$186.62,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Enterprise Architect Level II,Bachelors,7,Hour,$266.60,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Enterprise Architect Level II,Bachelors,7,Hour,$295.16,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Enterprise Architect Level III,Masters,10,Hour,$379.50,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Enterprise Architect Level III,Masters,10,Hour,$442.75,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Functional Analyst Level I,Bachelors,3,Hour,$71.09,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Functional Analyst Level I,Bachelors,3,Hour,$82.94,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Functional Analyst Level II,Bachelors,7,Hour,$85.31,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Functional Analyst Level II,Bachelors,7,Hour,$99.53,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Functional Analyst Level III,Bachelors,10,Hour,$97.75,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Functional Analyst Level III,Bachelors,10,Hour,$114.05,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Graphics Specialist Level I,High School,3,Hour,$55.09,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Graphics Specialist Level I,High School,3,Hour,$64.28,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Graphics Specialist Level II,High School,7,Hour,$62.21,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Graphics Specialist Level II,High School,7,Hour,$72.57,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Graphics Specialist Level III,High School,10,Hour,$69.32,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Graphics Specialist Level III,High School,10,Hour,$80.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Help Desk Analyst Level I,High School,3,Hour,$42.66,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Help Desk Analyst Level I,High School,3,Hour,$49.76,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Help Desk Analyst Level II,High School,5,Hour,$51.55,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Help Desk Analyst Level II,High School,5,Hour,$60.13,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Help Desk Analyst Level III,High School,7,Hour,$58.65,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Help Desk Analyst Level III,High School,7,Hour,$68.42,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Help Desk Manager Level I,Bachelors,3,Hour,$79.98,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Help Desk Manager Level I,Bachelors,3,Hour,$93.31,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Help Desk Manager Level II,Bachelors,7,Hour,$88.87,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Help Desk Manager Level II,Bachelors,7,Hour,$103.68,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Help Desk Manager Level III,Bachelors,10,Hour,$97.75,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Help Desk Manager Level III,Bachelors,10,Hour,$114.05,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Assurance Analyst Level I,Bachelors,3,Hour,$120.86,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Assurance Analyst Level I,Bachelors,3,Hour,$141.00,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Assurance Analyst Level II,Bachelors,7,Hour,$142.19,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Assurance Analyst Level II,Bachelors,7,Hour,$165.88,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Assurance Analyst Level III,Bachelors,10,Hour,$168.85,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Assurance Analyst Level III,Bachelors,10,Hour,$196.99,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Assurance Engineer Level I,Bachelors,3,Hour,$195.51,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Assurance Engineer Level I,Bachelors,3,Hour,$228.09,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Assurance Engineer Level II,Bachelors,7,Hour,$239.94,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Assurance Engineer Level II,Bachelors,7,Hour,$279.93,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Assurance Engineer Level III,Bachelors,10,Hour,$275.49,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Assurance Engineer Level III,Bachelors,10,Hour,$305.01,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Engineer Level I,Bachelors,3,Hour,$90.64,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Engineer Level I,Bachelors,3,Hour,$105.75,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Engineer Level II,Bachelors,7,Hour,$97.75,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Engineer Level II,Bachelors,7,Hour,$114.05,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Information Engineer Level III,Bachelors,10,Hour,$115.53,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Information Engineer Level III,Bachelors,10,Hour,$134.78,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,"Installer (ie: Cable, Hardware, Software) Level I",High School,3,Hour,$33.77,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,"Installer (ie: Cable, Hardware, Software) Level I",High School,3,Hour,$39.40,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,"Installer (ie: Cable, Hardware, Software) Level II",High School,7,Hour,$39.10,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,"Installer (ie: Cable, Hardware, Software) Level II",High School,7,Hour,$45.62,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,"Installer (ie: Cable, Hardware, Software) Level III",High School,10,Hour,$46.21,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,"Installer (ie: Cable, Hardware, Software) Level III",High School,10,Hour,$53.91,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Instructional Systems Designer Level I,Bachelors,3,Hour,$62.21,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Instructional Systems Designer Level I,Bachelors,3,Hour,$72.57,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Instructional Systems Designer Level II,Bachelors,7,Hour,$67.54,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
132-51,Instructional Systems Designer Level II,Bachelors,7,Hour,$78.79,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Contractor,1,5/5/2015,5/4/2020
132-51,Instructional Systems Designer Level III,Bachelors,10,Hour,$78.21,GS-35F-314CA,"YAHYA TECHNOLOGIES, LLC",S,IT Schedule 70,Customer,1,5/5/2015,5/4/2020
